Metadata_Group,FileName_RawBF,PathName_RawBF
Group1,20220420-testproject-p002-m2X_A01_w1.TIF,/home1/hmohammedshe2021/cellprofiler-nf/input_data/20220420_testproject/raw_images
Group1,20220420-testproject-p002-m2X_A02_w1.TIF,/home1/hmohammedshe2021/cellprofiler-nf/input_data/20220420_testproject/raw_images
Group1,20220420-testproject-p002-m2X_B01_w1.TIF,/home1/hmohammedshe2021/cellprofiler-nf/input_data/20220420_testproject/raw_images
